park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result, 2017_follow_up_sample_date,2017_epa_first_draw_result, 2017_epa_first_draw_sample_date, follow_up_field_result, follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min 
GRANT (ULYSSES),Grant  #13 - High,North side - Queen's Landing,331 E RANDOLPH ST,2.01,4/5/17,,,,,,,,,2.3,,
GRANT (ULYSSES),Grant  #13 - Low,North side - Queen's Landing,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,2.4,,
GRANT (ULYSSES),Grant  #14 - High,South side - Queen's Landing,331 E RANDOLPH ST,2.74,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #14 - Low,South side - Queen's Landing,331 E RANDOLPH ST,2.96,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #15 - High,Northwest corner - Dove Girl,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #15 - Low,Northwest corner - Dove Girl,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #16,South comfort station - women's room,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #17,South comfort station - men's room,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #18 - High,Southwest Rose Garden,331 E RANDOLPH ST,<2.0,4/10/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #18 - Low,Southwest Rose Garden,331 E RANDOLPH ST,<2.0,4/10/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #19 - High,Southeast Rose Garden,331 E RANDOLPH ST,<2.0,4/8/17,,,,,,,,,2.7,,
GRANT (ULYSSES),Grant  #19 - Low,Southeast Rose Garden,331 E RANDOLPH ST,<2.0,4/8/17,,,,,,,,,7.4,,
GRANT (ULYSSES),Grant  #20,Michigan & Harrison,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #21,Michigan & Balbo,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,11,,
GRANT (ULYSSES),Grant  #22,Upper Hutchinson - North by Balbo,331 E RANDOLPH ST,2.39,4/5/17,,,122,6/9/17,<2.0,7/20/17,,,1200,91,16
GRANT (ULYSSES),Grant  #23,North Lower Hutchinson by Balbo,331 E RANDOLPH ST,<2.0,4/4/17,,,33.1,6/9/17,<2.0,7/20/17,,,80,24,<2.0
GRANT (ULYSSES),Grant  #24,Lower Hutchinson northeast stairs - base,331 E RANDOLPH ST,2.15,4/4/17,,,60.9,6/9/17,3,7/20/17,,,81,57,12
GRANT (ULYSSES),Grant  #25,Lower Hutchinson northeast stairs - top,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,2.2,,
GRANT (ULYSSES),Grant  #26,Northwest stair Hutchinson base,331 E RANDOLPH ST,2.18,4/4/17,,,1550,6/9/17,<2.0,7/20/17,,,46,48,5.9
GRANT (ULYSSES),Grant  #27 - High,"East of LSD , south of Balbo - middle path",331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,9.1,,
GRANT (ULYSSES),Grant  #27 - Low,"East of LSD , south of Balbo - middle path",331 E RANDOLPH ST,2.21,4/5/17,,,,,,,,,10,,
GRANT (ULYSSES),Grant  #28 - High,Michigan & 8th,331 E RANDOLPH ST,47.4,5/6/17,22.5,,11.1,6/9/17,15,7/20/17,,,69,84,50
GRANT (ULYSSES),Grant  #28 - Low,Michigan & 8th,331 E RANDOLPH ST,45.6,5/6/17,5.9,,11.6,6/9/17,,,,,75,84,44
GRANT (ULYSSES),Grant  #29,Upper Hutchinson - southwest - near tennis courts,331 E RANDOLPH ST,-,,,,,,,,,,-,,
GRANT (ULYSSES),Grant  #30 - High,Michigan & 9th,331 E RANDOLPH ST,2.22,4/6/17,,,,,,,,,5.8,,
GRANT (ULYSSES),Grant  #30 - Low,Michigan & 9th,331 E RANDOLPH ST,2.06,4/6/17,,,,,,,,,5.5,,
GRANT (ULYSSES),Grant  #31,Lower Hutchinson - southwest stair base,331 E RANDOLPH ST,<2.0,4/4/17,,,268,6/9/17,4,7/20/17,,,560,170,2000
GRANT (ULYSSES),Grant  #32,Lower Hutchinson southeast stair base,331 E RANDOLPH ST,<2.0,4/4/17,,,,,,,,,5.4,,
GRANT (ULYSSES),Grant  #33 - High,Grand Park dog park,331 E RANDOLPH ST,<2.0,4/4/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #33 - Low,Grand Park dog park,331 E RANDOLPH ST,<2.0,4/10/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #34,"Columbus & 9th, west side, in front of service yard",331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #35,East of LSD by concession stand on ledge - South Monroe Harbor,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #36 - High,Behind 11th Street comfort station,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #36 - Low,Behind 11th Street comfort station,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #37,Hanging on 11th Street comfort station,331 E RANDOLPH ST,<2.0,4/5/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #38 - High,Rosenburg Fountain,331 E RANDOLPH ST,<2.0,5/2/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #38 - Low,Rosenburg Fountain,331 E RANDOLPH ST,<2.0,5/2/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #39 - High,Grant Park skate park,331 E RANDOLPH ST,<2.0,5/2/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #39 - Low,Grant Park skate park,331 E RANDOLPH ST,<2.0,5/2/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #40 - High,West of LSD by underpass to Campus,331 E RANDOLPH ST,<2.0,4/11/17,,,,,,,,,2.5,,
GRANT (ULYSSES),Grant  #40 - Low,West of LSD by underpass to Campus,331 E RANDOLPH ST,<2.0,4/11/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #41 - High,Base of Shedd ramp in bushes,331 E RANDOLPH ST,<2.0,4/11/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #41 - Low,Base of Shedd ramp in bushes,331 E RANDOLPH ST,<2.0,4/11/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #42 - High,Front stair - base of field museum,331 E RANDOLPH ST,<2.0,4/11/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #42 - Low,Front stair - base of field museum,331 E RANDOLPH ST,<2.0,4/11/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #43 - High,Museum Comfort Station - Hanging,331 E RANDOLPH ST,<2.0,4/11/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #43 - Low,Museum Comfort Station - Hanging,331 E RANDOLPH ST,<2.0,4/11/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #44 - High,Museum Comfort Station,331 E RANDOLPH ST,<2.0,4/10/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #44 - Low,Museum Comfort Station,331 E RANDOLPH ST,<2.0,4/10/17,,,,,,,,,<2.0,,
GRANT (ULYSSES),Grant  #45 - High,Maggie Daley - Playground,331 E RANDOLPH ST,<2.0,6/22/17,,,,,,,,,-,,
GRANT (ULYSSES),Grant  #45 - Middle,Maggie Daley - Playground,331 E RANDOLPH ST,<2.0,6/22/17,,,,,,,,,-,,
GRANT (ULYSSES),Grant  #45 - Low,Maggie Daley - Playground,331 E RANDOLPH ST,<2.0,6/22/17,,,,,,,,,-,,
GRANT (ULYSSES),Grant  #46 - High,Maggie Daley - Ice Ribbon,331 E RANDOLPH ST,<2.0,6/22/17,,,,,,,,,-,,
GRANT (ULYSSES),Grant  #46 - Low,Maggie Daley - Ice Ribbon,331 E RANDOLPH ST,<2.0,6/22/17,,,,,,,,,-,,
GRAPE,Grape  #1,At entrance on Avondale,2850 W AVONDALE AVE,4.52,4/18/17,,,22.8,6/26/17,,,,,21.1,26,87
GRAVER (PHILIP),Graver  #1,NORTHEAST CORNER IN FIELD,1518 W 102ND PL,<2.0,6/3/17,,,8.54,6/10/17,,,,,-,,
GRAVER (PHILIP),Graver  #2,NORTH SIDE OF FIELDHOUSE,1518 W 102ND PL,<2.0,4/15/17,,,<2.0,6/10/17,,,,,0.151,,
GREEN (JEFFREY),Green  #1,North corner of park,6500 N ALGONQUIN AVE,7.53,4/4/17,,,,,,,,,76.9,117,16.4
GREEN BRIAR,Green Briar  #1,"Northwest, at corner of Greenlake and Washtenaw",2650 W PETERSON AVE,7.1,4/13/17,,,32.6,6/8/17,,,,,24.4,50,12
GREEN BRIAR,Green Briar  #2,"On Talman, left field of north diamond",2650 W PETERSON AVE,3.19,4/13/17,,,22.6,6/8/17,,,,,59.1,68,11
GREEN BRIAR,Green Briar  #3,By spraypool,2650 W PETERSON AVE,<2.0,4/13/17,,,,,,,,,0.853,,
GREENEBAUM (HENRY),Greenebaum  #1 - High,Northeast corner of parking lot,4300 W WABANSIA AVE,<2.0,4/11/17,,,,,,,,,0.178,,
GREENEBAUM (HENRY),Greenebaum  #1 - Low,Northeast corner of parking lot,4300 W WABANSIA AVE,<2.0,4/11/17,,,,,,,,,0.178,,
GREENEBAUM (HENRY),Greenebaum  #2 - High,"In playlot, north of Wabansia",4300 W WABANSIA AVE,<2.0,4/11/17,,,,,,,,,<0.12,,
GREENEBAUM (HENRY),Greenebaum  #2 - Middle,"In playlot, north of Wabansia",4300 W WABANSIA AVE,<2.0,4/11/17,,,,,,,,,<0.12,,
GREENEBAUM (HENRY),Greenebaum  #2 - Low,"In playlot, north of Wabansia",4300 W WABANSIA AVE,<2.0,4/11/17,,,,,,,,,<0.12,,
GRIFFIN (MARION MAHONY),Griffin  #1,SOUTH OF JARVIS PARKING LOT,1234 W JARVIS AVE,10.5,4/15/17,,,115,6/3/17,3,7/20/17,,,16,11,10
GROSS (THEODORE),Gross  #1 - High,At entrance on Lawrence,2708 W LAWRENCE AVE,5.87,4/15/17,,,14.3,7/20/17,,,,,34.3,35,14
GROSS (THEODORE),Gross  #1 - Low,At entrance on Lawrence,2708 W LAWRENCE AVE,5.96,4/15/17,,,12.9,7/20/17,,,,,34.4,27,11
HAAS (JOSEPH),Haas  #1 - High,PLAYGROUND,2402 N WASHTENAW AVE,<2.0,4/24/17,,,,,,,,,<2.0,,
HAAS (JOSEPH),Haas  #1 - Middle,PLAYGROUND,2402 N WASHTENAW AVE,<2.0,4/24/17,,,,,,,,,<2.0,,
HAAS (JOSEPH),Haas  #1 - Low,PLAYGROUND,2402 N WASHTENAW AVE,<2.0,4/24/17,,,,,,,,,<2.0,,
HALE (NATHAN),Hale  #1 - High,ON POOL DECK,6258 W 62ND ST,<2.0,4/3/17,,,,,,,,,0.774,,
HALE (NATHAN),Hale  #1 - Low,ON POOL DECK,6258 W 62ND ST,<2.0,4/3/17,,,,,,,,,0.65,,
HALE (NATHAN),Hale  #2,"SOUTH OF TENNIS COURTS, ON MULLIGAN",6258 W 62ND ST,10.4,4/12/17,,,32.8,6/28/17,,,,,44.7,33.8,28.1
HALE (NATHAN),Hale  #3 - High,"SOUTH OF FIELDHOUSE, ON PATH",6258 W 62ND ST,<2.0,4/3/17,,,,,,,,,<0.12,,
HALE (NATHAN),Hale  #3 - Low,"SOUTH OF FIELDHOUSE, ON PATH",6258 W 62ND ST,<2.0,4/3/17,,,,,,,,,<0.12,,
HALE (NATHAN),Hale  #4,"SOUTH SIDE OF PARK, BETWEEN SOUTH DIAMONDS",6258 W 62ND ST,<2.0,4/12/17,,,,,,,,,0.268,,
HAMILTON (ALEXANDER),Hamilton  #1,"WEST SIDE OF FIELDHOUSE, ON PATH",513 W 72ND ST,5.41,4/6/17,,,,,,,,,8.49,,
HAMILTON (ALEXANDER),Hamilton  #2 - High,SOUTH SIDE OF PLAYGROUND,513 W 72ND ST,<2.0,4/6/17,,,,,,,,,0.137,,
HAMILTON (ALEXANDER),Hamilton  #2 - Middle,SOUTH SIDE OF PLAYGROUND,513 W 72ND ST,<2.0,4/6/17,,,,,,,,,<0.12,,
HAMILTON (ALEXANDER),Hamilton  #2 - Low,SOUTH SIDE OF PLAYGROUND,513 W 72ND ST,<2.0,4/6/17,,,,,,,,,0.906,,
HAMILTON (ALEXANDER),Hamilton  #3 - High,POOL DECK,513 W 72ND ST,<2.0,4/6/17,,,,,,,,,1.95,,
HAMILTON (ALEXANDER),Hamilton  #3 - Low,POOL DECK,513 W 72ND ST,<2.0,4/6/17,,,,,,,,,1.35,,
HAMILTON (ALEXANDER),Hamilton  #4,"SOUTHEAST CORNER, ON CENTRAL WALKING PATH",513 W 72ND ST,-,,,,,,,,,,-,,
HAMLIN (HANNIBAL),Hamlin  #1,PLAYGROUND,3035 N HOYNE AVE,5.08,4/27/17,,,17.2,8/4/17,,,,,72,60,17
HAMLIN (HANNIBAL),Hamlin  #2,POOL DECK,3035 N HOYNE AVE,<2.0,4/27/17,,,,,,,,,48,190,7.2
HAMLIN (HANNIBAL),Hamlin  #3,BASKETBALL COURT,3035 N HOYNE AVE,<2.0,4/27/17,,,,,,,,,4.4,,
HAMLIN (HANNIBAL),Hamlin  #4,AT DAMEN AND NELSON,3035 N HOYNE AVE,<2.0,4/27/17,,,,,,,,,41,32,<2.0
HANSBERRY (LORRAINE),Hansberry #1 - High,AT ENTRANCE ON INDIANA,5635 S INDIANA AVE,<2.0,4/12/17,,,<2.0,8/1/17,,,,,7.42,,
HANSBERRY (LORRAINE),Hansberry #1 - Low,AT ENTRANCE ON INDIANA,5635 S INDIANA AVE,<2.0,4/12/17,,,<2.0,8/1/17,,,,,-,,
HARDING (FREDERICK),Harding (Frederick)  #1,Near playground by Harding entrance,3921 W DIVISION ST,<2.0,4/8/17,,,,,,,,,<0.12,,
HARDING (GEORGE),Harding (George)  #1,"Center of park, between playground and courts",4912 S CALUMET AVE,7.34,4/27/17,,,,,,,,,3.1,,
HARRIS (RYAN) MEMORIAL,Harris Meml.  #1 - High,AT PLAYGROUND,6701 S LOWE AVE,<2.0,4/6/17,,,,,,,,,<0.12,,
HARRIS (RYAN) MEMORIAL,Harris Meml.  #1 - Low,AT PLAYGROUND,6701 S LOWE AVE,<2.0,4/6/17,,,,,,,,,<0.12,,
HARRISON (CARTER),Harrison  #1 - High,Northwest of comfort station at Wolcott,1824 S WOOD ST,<2.0,4/11/17,,,,,,,,,<2.0,,
HARRISON (CARTER),Harrison  #1 - Low,Northwest of comfort station at Wolcott,1824 S WOOD ST,<2.0,4/11/17,,,,,,,,,<2.0,,
HARRISON (CARTER),Harrison #2 - High,Entrance to playlot,1824 S WOOD ST,<2.0,4/11/17,,,<2.0,5/23/17,,,,,-,,
HARRISON (CARTER),Harrison #2 - Low,Entrance to playlot,,<2.0,4/27/17,,,<2.0,5/23/17,,,,,-,,
HARRISON (CARTER),Harrison  #3,60' east of Damen on 19th,1824 S WOOD ST,<2.0,4/11/17,,,,,,,,,<2.0,,
HARSH (VIVIAN G.),Harsh  #1 - High,"Park entrance, in front of playground",4464 S OAKENWALD AVE,<2.0,4/28/17,,,<2.0,8/9/17,,,,,-,,
HARSH (VIVIAN G.),Harsh  #1 - Low,"Park entrance, in front of playground",4464 S OAKENWALD AVE,<2.0,4/28/17,,,<2.0,8/9/17,,,,,-,,
HARTIGAN (DAVID) BEACH,Hartigan Beach  #1,"SOUTH OF ALBION, NORTHEAST OF PLAYGROUND",1040 W ALBION AVE,<2.0,4/22/17,,,,,,,,,<2.0,,
HARTIGAN (DAVID) BEACH,Hartigan Beach  #2 - High,"NORTH OF ALBION, ON PATH",1040 W ALBION AVE,<2.0,4/22/17,,,,,,,,,<2.0,,
HARTIGAN (DAVID) BEACH,Hartigan Beach  #2 - Low,"NORTH OF ALBION, ON PATH",1040 W ALBION AVE,<2.0,4/22/17,,,,,,,,,<2.0,,
HAYES (FRANCIS),Hayes  #1,PLAYGROUND,2936 W 85TH ST,-,,,,,,,,,,-,,
HAYES (FRANCIS),Hayes  #2,"WEST SIDE, AT 84TH STREET, ON PATH",2936 W 85TH ST,3.3,4/18/17,,,3.51,6/9/17,,,,,243,310,<2.0
HAYES (FRANCIS),Hayes  #3,"EAST SIDE, AT 84TH STREET, ON PATH",2936 W 85TH ST,<2.0,4/18/17,,,<2.0,6/9/17,,,,,156,17,11
HAZELNUT,Hazelnut  #1 - High,East of playground entrance,5949 W HURON ST,7.99,5/16/17,,,,,,,,,6.16,,
HAZELNUT,Hazelnut  #1 - Low,East of playground entrance,5949 W HURON ST,7.75,5/16/17,,,,,,,,,-,,
HERMITAGE,Hermitage  #1 - High,IN PLAYGROUND,5839 S WOOD ST,<2.0,4/6/17,,,,,,,,,3.49,,
HERMITAGE,Hermitage  #1 - Middle,IN PLAYGROUND,5839 S WOOD ST,<2.0,4/6/17,,,,,,,,,3.54,,
HERMITAGE,Hermitage  #1 - Low,IN PLAYGROUND,5839 S WOOD ST,<2.0,4/6/17,,,,,,,,,3.26,,
HERMOSA,Hermosa  #1 - High,Spray pool,2240 N KILBOURN AVE,<2.0,5/8/17,,,<2.0,8/12/17,,,,,-,,
HERMOSA,Hermosa  #1 - Low,Spray pool,2240 N KILBOURN AVE,2.28,5/8/17,,,<2.0,8/12/17,,,,,-,,
HERMOSA,Hermosa  #2,Tennis court,2240 N KILBOURN AVE,2.12,4/12/17,,,,,,,,,0.729,,
HIAWATHA,Hiawatha  #1,Near tennis court,8029 W FOREST PRESERVE AVE,<2.0,4/11/17,,,,,,,,,12,,
HIAWATHA,Hiawatha  #2,"On Orange, on sidewalk",8029 W FOREST PRESERVE AVE,<2.0,4/11/17,,,,,,,,,80.7,51,5.5
HIAWATHA,Hiawatha  #3 - High,Playground,8029 W FOREST PRESERVE AVE,<2.0,4/11/17,,,,,,,,,0.157,,
HIAWATHA,Hiawatha  #3 - Middle,Playground,8029 W FOREST PRESERVE AVE,<2.0,4/11/17,,,,,,,,,0.143,,
HIAWATHA,Hiawatha  #3 - Low,Playground,8029 W FOREST PRESERVE AVE,<2.0,4/11/17,,,,,,,,,0.166,,
HIAWATHA,Hiawatha  #4,On path north of Cornelia,8029 W FOREST PRESERVE AVE,<2.0,4/11/17,,,,,,,,,7.75,,
HICKORY,Hickory  #1 - High,AT ENTRANCE ON WINTHROP,4834 N WINTHROP AVE,<2.0,4/25/17,,,,,,,,,2.5,,
HICKORY,Hickory  #1 - Low,AT ENTRANCE ON WINTHROP,4834 N WINTHROP AVE,<2.0,4/25/17,,,,,,,,,<2.0,,
HOARD (EDISON),Hoard  #1,NORTHEAST OF PLAYGROUND,7201 S DOBSON AVE,<2.0,4/12/17,,,,,,,,,12.9,,
HOLLY,Holly  #1 - High,Inside entrance on Ellis,4052 S ELLIS AVE,18.9,5/12/17,1.99,7/20/17,,,,,,,-,,
HOLLY,Holly  #1 - Low,Inside entrance on Ellis,4052 S ELLIS AVE,16.9,5/12/17,1.99,7/20/17,,,,,,,-,,
HOLLYWOOD,Hollywood  #1,East of fieldhouse,3312 W THORNDALE AVE,<2.0,4/20/17,,,,,,,,,4.85,,
HOLLYWOOD,Hollywood  #2,By playlot,3312 W THORNDALE AVE,4.48,4/20/17,,,14.1,6/9/17,37,7/25/17,,,32,66,7.2
HOLSTEIN,Holstein  #1 - High,PLAYGROUND,2200 N OAKLEY AVE,<2.0,5/27/17,,,,,,,,,<2.0,,
HOLSTEIN,Holstein  #1 - Low,PLAYGROUND,2200 N OAKLEY AVE,<2.0,5/27/17,,,,,,,,,<2.0,,
HOLSTEIN,Holstein  #2,Pool deck near women's locker room,2200 N OAKLEY AVE,4.54,5/27/17,,,<2.0,8/8/17,<2.0,8/8/17,,,210,62,11
HOLSTEIN,Holstein  #3,"SOUTHWEST SIDE OF PARK, ON WEST OAKLEY",,<2.0,5/27/17,,,40.5,8/8/17,34,8/8/17,,,-,,
HONEYSUCKLE,Honeysuckle  #1 - High,Near northwest entrance of park,4637 S CHAMPLAIN AVE,4.94,4/28/17,,,7.82,6/28/17,,,,,27,,
HONEYSUCKLE,Honeysuckle  #1 - Low,Near northwest entrance of park,4637 S CHAMPLAIN AVE,4.81,4/28/17,,,9.56,6/28/17,,,,,28,,
HORAN (ALBERT),Horan  #1 - High,Between playground and field house,3035 W VAN BUREN ST,<2.0,4/6/17,,,,,,,,,3.67,,
HORAN (ALBERT),Horan  #1 - Low,Between playground and field house,3035 W VAN BUREN ST,<2.0,4/6/17,,,,,,,,,3.71,,
HORNBEAM,Hornbeam  #1,Near entrna,1422 S HAMLIN AVE,<2.0,4/10/17,,,,,,,,,0.526,,
HORNER (HENRY),Horner  #1,Corner of Montrose and California,2741 W MONTROSE AVE,52.4,4/22/17,2.85,5/31/17,32.1,8/5/17,<2.0,6/29/17,,,34,50,5.8
HORNER (HENRY),Horner  #2 - High,South of tennis courts,2741 W MONTROSE AVE,<2.0,4/22/17,,,,,,,,,13,,
HORNER (HENRY),Horner  #2 - Low,South of tennis courts,2741 W MONTROSE AVE,<2.0,4/22/17,,,,,,,,,12.9,,
HORNER (HENRY),Horner  #3 - High,South of basketball court,2741 W MONTROSE AVE,<2.0,4/22/17,,,,,,,,,10.9,,
HORNER (HENRY),Horner  #3 - Low,South of basketball court,2741 W MONTROSE AVE,<2.0,4/22/17,,,,,,,,,10.8,,
HORNER (HENRY),Horner  #4 - High,South of playlot,2741 W MONTROSE AVE,<2.0,4/22/17,,,<2.0,6/22/17,,,,,25.9,94,6.6
HORNER (HENRY),Horner  #4 - Middle,South of playlot,2741 W MONTROSE AVE,5.1,4/22/17,,,<2.0,6/22/17,,,,,26.4,92,7.5
HORNER (HENRY),Horner  #4 - Low,South of playlot,2741 W MONTROSE AVE,<2.0,4/22/17,,,2.08,6/22/17,,,,,25.6,95,6.8
HORNER (HENRY),Horner  #5 - High,"East of Cullom tennis courts, on path",2741 W MONTROSE AVE,2.16,4/22/17,,,66.1,6/22/17,,,,,43.2,76,4.7
HORNER (HENRY),Horner  #5 - Low,"East of Cullom tennis courts, on path",2741 W MONTROSE AVE,2.15,4/22/17,,,35.4,6/22/17,,,,,39,75,4.4
HORNER (HENRY),Horner  #6 - High,"East of junior diamond #3, on path",2741 W MONTROSE AVE,6.45,4/22/17,,,22.8,6/22/17,,,,,61.2,36,<2.0
HORNER (HENRY),Horner  #6 - Low,"East of junior diamond #3, on path",2741 W MONTROSE AVE,6.32,4/22/17,,,23.6,6/22/17,,,,,67.3,34,<2.0
HORNER (HENRY),Horner  #7 - High,"West side of park, at Berteau, on path",2741 W MONTROSE AVE,<2.0,4/17/17,,,,,,,,,3.13,,
HORNER (HENRY),Horner  #7 - Low,"West side of park, at Berteau, on path",2741 W MONTROSE AVE,<2.0,4/17/17,,,,,,,,,6.06,,
HORNER (HENRY),Horner  #8 - High,Southeast of junior diamond #6,2741 W MONTROSE AVE,<2.0,4/17/17,,,848,6/22/17,,,,,1.74,,
HORNER (HENRY),Horner  #8 - Low,Southeast of junior diamond #6,2741 W MONTROSE AVE,<2.0,4/17/17,,,897,6/22/17,,,,,16.3,15,<2.0
HORNER (HENRY),Horner  #9 - High,"West side of park, at Belle Plaine, on path",2741 W MONTROSE AVE,<2.0,4/17/17,,,,,,,,,0.176,,
HORNER (HENRY),Horner  #9 - Low,"West side of park, at Belle Plaine, on path",2741 W MONTROSE AVE,<2.0,4/17/17,,,,,,,,,0.165,,
HORNER (HENRY),Horner  #10 - High,"Southeast corner of park, behind junior diamond #9",2741 W MONTROSE AVE,18.3,4/17/17,17.3,5/31/17,,,,,,,110,100,63
HORNER (HENRY),Horner  #10 - Low,"Southeast corner of park, behind junior diamond #10",2741 W MONTROSE AVE,17.9,4/17/17,17.5,5/31/17,,,,,,,116,110,69
HORNER (HENRY),Horner  #11 - High,Corner of Irving and California,2741 W MONTROSE AVE,6.88,4/17/17,,,136,6/22/17,,,,,135,100,7.6
HORNER (HENRY),Horner  #11 - Low,Corner of Irving and California,2741 W MONTROSE AVE,7.06,4/17/17,,,83.2,6/22/17,,,,,126,110,7.6
"HOUSTON (JESSIE ""MA"")",Houston  #1,"North of basketball court, middle of park",5001 S COTTAGE GROVE AVE,<2.0,5/11/17,,,,,,,,,<2.0,,
"HOUSTON (JESSIE ""MA"")",Houston  #2,West of Drexel walking path entrance,5001 S COTTAGE GROVE AVE,2.11,5/11/17,,,,,,,,,2.8,,
HOYNE (THOMAS),Hoyne  #1,East side of fieldhouse,3417 S HAMILTON AVE,6.08,4/14/17,,,,,,,,,2.55,,
HUCKLEBERRY,Huckleberry  #1 - High,INSIDE ENTRANCE ON KIMBARK,6200 S KIMBARK AVE,<2.0,4/11/17,,,<2.0,6/30/17,,,,,12.2,,
HUCKLEBERRY,Huckleberry  #1 - Low,INSIDE ENTRANCE ON KIMBARK,6200 S KIMBARK AVE,<2.0,4/11/17,,,<2.0,6/30/17,,,,,-,,
HUMBERT (JAMES),Humbert  #1 - High,"South of west entrance, inside playlot",3050 S LOWE AVE,<2.0,4/14/17,,,,,,,,,10.4,,
HUMBERT (JAMES),Humbert  #1 - Low,"South of west entrance, inside playlot",3050 S LOWE AVE,2.01,4/14/17,,,,,,,,,11,,
HUMBOLDT (ALEXANDER VON),Humboldt  #1,"On path at North & California, north of the inner drive",1400 N HUMBOLDT DR,7.25,4/6/17,,,,,,,,,23.3,28,9.7
HUMBOLDT (ALEXANDER VON),Humboldt  #2,"On path south of North, west of Humboldt",1400 N HUMBOLDT DR,<2.0,4/6/17,,,,,,,,,5.65,,
HUMBOLDT (ALEXANDER VON),Humboldt  #3,On path at the inner drive across from the armory,1400 N HUMBOLDT DR,<2.0,4/6/17,,,158,8/5/17,,,,,21.6,37,4.5
HUMBOLDT (ALEXANDER VON),Humboldt  #4,By concession at Marin and Sacramento - will be removed Summer 2016,1400 N HUMBOLDT DR,-,,,,,,,,,,-,,
HUMBOLDT (ALEXANDER VON),Humboldt  #5,In playground (north),1400 N HUMBOLDT DR,<2.0,5/13/17,,,,,,,,,<0.12,,
HUMBOLDT (ALEXANDER VON),Humboldt  #6,In front of fieldhouse parking lot,1400 N HUMBOLDT DR,5.43,4/6/17,,,,,,,,,-,,
HUMBOLDT (ALEXANDER VON),Humboldt  #7,On path by casting pier,1400 N HUMBOLDT DR,<2.0,4/7/17,,,,,,,,,1.51,,
HUMBOLDT (ALEXANDER VON),Humboldt  #8 - High,In front of comfort station at Little Cubs Field,1400 N HUMBOLDT DR,<2.0,4/8/17,,,,,,,,,0.437,,
HUMBOLDT (ALEXANDER VON),Humboldt  #8 - Low,In front of comfort station at Little Cubs Field,1400 N HUMBOLDT DR,<2.0,4/8/17,,,,,,,,,0.431,,
HUMBOLDT (ALEXANDER VON),Humboldt  #9,West side of boathouse,1400 N HUMBOLDT DR,2.86,3/29/17,,,,,,,,,5.65,,
HUMBOLDT (ALEXANDER VON),Humboldt  #10,On California side of tennis courts,1400 N HUMBOLDT DR,<2.0,3/29/17,,,,,,,,,1.38,,
HUMBOLDT (ALEXANDER VON),Humboldt  #11 - High,In east playground,1400 N HUMBOLDT DR,<2.0,3/29/17,,,,,,,,,0.18,,
HUMBOLDT (ALEXANDER VON),Humboldt  #11 - Middle,In east playground,1400 N HUMBOLDT DR,-,,,,,,,,,,0.176,,
